,f1,accuracy,roc_auc,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,bootstrap
0,0.8029664477767976,0.8044692737430168,0.8291831357048747,100,gini,,2,1,0.0,sqrt,True
1,0.8256230432396235,0.8294051627384961,0.8720427358621203,50,gini,20,2,1,0.01,log2,True
2,0.8157534376452271,0.8170594837261503,0.8611776861704961,50,log_loss,30,2,1,0.0,,True
3,0.7646727066052272,0.77665544332211,0.8322255243451677,50,log_loss,10,10,4,0.1,,False
4,0.7991921260150131,0.8069584736251403,0.85454947325813,200,gini,10,10,2,0.05,sqrt,True
5,0.8214883282932618,0.8237934904601572,0.8651855047454702,100,entropy,,2,2,0.0,sqrt,False
6,0.7646727066052272,0.77665544332211,0.8344038602882433,200,gini,30,10,1,0.1,,False
7,0.8343173775963054,0.8372615039281706,0.8697152717860226,200,log_loss,10,10,1,0.0,log2,True
8,0.7961446051985078,0.8047138047138047,0.8536680194718734,200,gini,10,2,2,0.05,sqrt,False
